V3RD,V4RD,V5RD,V3SRD,V4SRD,LSIRD,TanakaRD,V3IS,V4IS,V5IS,V3SIS,V4SIS,LSIIS,TanakaIS,Prop,Prop_class
-20.7345,-20.2298,-4.57687,-22.4205,-17.1361,0.0333344,0.551239,-23.8193,-21.6008,-5.85168,-31.1227,-24.3708,0.201934,1.05315,0.50409025,0
-19.9839,-12.1033,-11.2934,-22.0786,-15.1809,0.0406794,0.388329,-19.998,-18.774,-9.37518,-28.0212,-13.6933,0.0113435,0.270317,0.735060275,0
-16.6932,-16.04,-9.2277,-22.0328,-19.4268,0.185733,1.02655,-19.9744,-19.9073,-9.32735,-25.8204,-21.1924,0.125387,0.903934,3.23921871,1
-23.4137,-20.9786,-8.29322,-27.6085,-22.6281,0.127384,0.880819,-25.6097,-17.8432,-5.01816,-29.2848,-24.4032,0.200622,1.05181,0.329722166,0
-14.3245,-4.40835,-4.31176,-6.75375,3.10521,0.0864489,0.660866,-17.9542,-5.40404,-4.48164,-14.2544,-0.412811,0.0200075,0.352322,0.739385962,0
-24.1028,-14.7828,-4.84279,-27.0556,-17.7607,0.0661655,0.67523,-26.253,-18.5886,-6.2788,-28.7751,-20.8191,0.200355,1.04065,1.28185725,1
-18.4435,-14.634,-6.211,-25.706,-25.4731,0.159999,1.00056,-21.4637,-21.1876,-7.1662,-32.3852,-29.612,0.256304,1.18844,0.224100664,0
-19.8006,-15.932,-5.30449,-24.5715,-15.0977,0.0186025,0.417705,-21.9275,-20.8697,-6.8162,-28.4592,-26.8797,0.0331269,0.570197,0.58660084,0
-21.4597,-21.0705,-5.89565,-27.1767,-25.7728,0.105963,0.840643,-22.2942,-21.2189,-6.57131,-30.1951,-24.6417,0.368387,1.42824,0.640311122,0
-23.5154,-19.8448,-6.08556,-26.4533,-21.387,0.220799,1.11876,-23.7779,-23.2453,-5.65705,-27.2265,-24.798,0.227278,1.1066,0.350832134,0
-23.5467,-17.5462,-8.32562,-25.1302,-18.7594,0.120098,0.861908,-20.4896,-20.2441,-7.19021,-24.3394,-23.9886,0.323985,1.32827,0.675451756,0
-21.0843,-11.7498,-5.51965,-26.5344,-21.4989,0.0480144,0.564394,-21.4175,-19.5206,-5.86937,-27.6627,-19.0234,0.234135,1.14104,0.67121017,0
-22.184,-19.4368,-6.51447,-25.3753,-24.8847,0.110447,0.860322,-23.3304,-23.2894,-4.77207,-28.0563,-25.3302,0.269964,1.21813,0.486923754,0
-14.7364,-12.1622,-10.3067,-23.9326,-18.8875,0.0463762,0.642594,-19.0736,-18.8257,-7.75079,-26.0321,-24.6323,0.108566,0.855271,0.33545512,0
-15.153,-12.9605,-8.0724,-25.4482,-17.0298,0.268176,1.23689,-25.4063,-23.471,-5.82593,-33.0017,-23.4092,0.37946,1.43998,0.534031987,0
-26.4172,-21.9432,-6.53709,-27.429,-25.3657,0.22623,1.11995,-26.3467,-24.6351,-5.87542,-32.079,-27.7396,0.195145,1.04482,0.808251321,0
-22.1445,-17.8582,-7.94051,-26.3111,-25.3151,0.196956,1.09768,-23.2162,-21.3239,-7.26543,-28.9749,-28.7126,0.251306,1.18815,0.353283107,0
-18.7499,-10.9422,-5.23331,-28.9902,-10.2287,0.0939273,0.802909,-23.8198,-21.551,-5.29749,-29.5197,-19.2122,0.220137,1.1126,0.428388327,0
-19.2551,-18.8044,-6.24211,-24.7492,-13.2822,0.0383977,0.525527,-20.7549,-20.0275,-7.34851,-23.5075,-22.2832,0.159412,0.934065,0.4479945,0
-23.0759,-22.9574,-6.43473,-25.8846,-23.6685,0.179904,0.995445,-23.0742,-19.6744,-6.79931,-26.3282,-23.332,0.198191,1.04099,0.528356433,0
-17.8943,-16.9714,-6.97894,-22.9813,-22.2289,0.0707546,0.727373,-22.7499,-22.2834,-6.89126,-25.7643,-23.6394,0.28603,1.24151,0.608833551,0
-16.392,-9.3196,-9.10945,-20.2639,-15.2979,0.0321976,-0.00833559,-22.7046,-17.465,-11.3722,-31.2982,-13.2111,0.0440534,0.264751,0.211765841,0
-19.5246,-18.9973,-5.46644,-24.6864,-16.8683,0.109305,0.867223,-25.4969,-24.59,-5.40106,-28.7458,-23.7539,0.204636,1.07028,0.413963586,0
-21.1408,-15.5537,-7.76634,-26.7585,-22.2195,0.0648361,0.681698,-23.7928,-23.0474,-7.3655,-30.7539,-30.0647,0.192909,1.03472,0.445788294,0
-20.3952,-18.9988,-6.29369,-27.3276,-20.9898,0.0975693,0.823647,-23.1442,-16.7595,-6.87556,-29.0318,-24.1823,0.194955,1.03402,2.64398217,1
-23.8892,-20.6808,-7.73194,-25.9822,-25.7148,0.158806,0.995133,-25.3776,-24.4735,-7.60028,-26.9969,-23.7374,0.263134,1.20266,0.389149129,0
-20.9146,-18.1027,-8.72334,-25.8702,-23.4789,0.0828518,0.784279,-22.7789,-18.8191,-7.82966,-28.6156,-25.099,0.254556,1.18321,1.25475621,1
-25.1102,-14.938,-5.94568,-22.3405,-14.92,0.170653,1.05116,-21.6594,-21.3645,-6.00188,-26.054,-25.0098,0.40982,1.48562,0.664143741,0
-19.1901,-16.3265,-5.38293,-22.6856,-17.1011,0.107288,0.832023,-26.4154,-23.5238,-5.5037,-26.9444,-23.0037,0.189331,1.03788,0.726097047,0
-23.5676,-22.7122,-5.39409,-26.588,-24.4536,0.132639,0.940516,-26.2368,-22.8298,-7.36765,-30.0357,-27.6864,0.263033,1.19835,2.36206961,1
-21.7792,-13.9711,-6.63359,-26.4433,-19.5387,0.200327,1.05881,-23.9304,-21.9111,-7.4802,-32.6241,-30.2368,0.398742,1.47537,0.278202355,0
-18.7729,-15.0887,-6.84835,-21.2065,-20.4494,0.0440212,0.533373,-21.3671,-19.2783,-5.96607,-22.6538,-19.6496,0.158578,0.939145,0.326760739,0
-18.5771,-9.84671,-9.16505,-18.5901,-4.62142,0.0101168,0.176049,-17.398,-10.9377,-10.5624,-25.2592,-16.8953,0.0412742,0.583816,0.736744821,0
-20.5656,-20.2554,-6.75246,-23.1614,-17.2881,0.0283238,0.428906,-21.9718,-21.0622,-21.045,-22.0631,-20.4321,0.160886,1.04114,0.212768838,0
-22.4213,-20.607,-5.69724,-24.323,-23.6985,0.204572,1.11652,-25.6668,-23.1007,-5.62364,-28.7412,-25.6237,0.282722,1.24459,0.292458713,0
-23.3928,-20.4327,-5.1181,-23.202,-23.1548,0.0712929,0.744722,-25.4448,-22.511,-6.04671,-28.3408,-24.8793,0.110442,0.757344,0.457159758,0
-21.159,-7.6877,-4.81003,-20.292,-14.2214,0.0558613,0.665548,-21.1931,-21.1286,-5.11878,-24.6619,-22.7485,0.223369,1.1171,0.341240197,0
-15.8956,-11.1261,-9.73924,-19.6197,-17.8596,0.0758149,0.771316,-22.0071,-17.1253,-8.11304,-25.7507,-25.3225,0.106398,0.854409,0.719104528,0
-24.1021,-19.66,-4.82614,-25.5401,-24.1902,0.349609,1.42715,-26.9262,-20.755,-5.80057,-29.2002,-29.169,0.411732,1.49315,0.287139773,0
-18.194,-17.9794,-5.07777,-22.0941,-16.6942,0.130308,0.942351,-21.7313,-19.6006,-6.01787,-24.9167,-18.06,0.274707,1.23524,0.358709425,0
-22.8555,-14.9787,-6.55641,-29.3117,-26.478,0.302304,1.31145,-23.0107,-22.3164,-6.50638,-34.8421,-30.1389,0.402868,1.48083,0.747907937,0
-20.3644,-20.0975,-5.78191,-25.1371,-23.9979,0.119424,0.891211,-26.9712,-24.5593,-5.97832,-31.1123,-25.6586,0.310233,1.30021,0.794700086,0
-21.5918,-18.875,-5.51519,-21.4486,-20.9803,0.14308,0.939594,-24.07,-23.8267,-6.36261,-28.193,-22.3175,0.223621,1.10802,0.933261335,0
-21.8107,-19.7346,-6.60618,-25.3752,-19.3983,0.185224,1.06331,-22.7495,-22.0935,-5.84946,-25.6909,-23.1075,0.2731,1.21747,0.353553891,0
-16.7016,-16.3211,-8.57721,-23.5014,-21.3779,0.13996,0.975281,-21.4117,-20.3675,-6.55765,-27.2195,-25.7238,0.199768,1.04892,1.00887942,1
-17.2007,-17.033,-6.707,-24.1305,-20.7459,0.273887,1.27474,-23.442,-22.3285,-6.25315,-26.8398,-26.2213,0.311751,1.30397,1.11153638,1
-24.3185,-12.04,-6.79416,-20.9618,-13.1395,0.214477,1.09856,-24.8511,-18.9741,-6.06872,-25.6045,-25.0217,0.323543,1.33148,0.541472793,0
-21.9671,-9.49747,-8.11455,-23.3749,17.5367,0.00548493,-0.0825152,-23.0961,-8.50648,-8.06857,-3.27444,3.52868,0.0126117,0.382187,1.54640305,1
-19.9768,-12.0231,-7.35622,-24.7527,-18.258,0.0944282,0.826549,-23.1483,-20.9776,-5.88876,-31.3326,-23.4624,0.31321,1.3,0.888486087,0
-20.8488,-8.22421,-5.98308,-22.5828,-13.6198,0.0342989,0.277097,-22.3322,-9.03777,-7.41853,-24.7871,-18.3486,0.0142597,0.298799,1.34672487,1
-15.807,-12.3486,-7.42755,-24.9368,-19.3916,0.0824215,0.787351,-21.2646,-16.4395,-8.01055,-28.0784,-26.0292,0.285743,1.24712,2.62396145,1
-19.4525,-16.8463,-5.94489,-23.5332,-23.0778,0.115553,0.917054,-22.4049,-21.6102,-6.5655,-31.0825,-22.8647,0.267808,1.20953,1.83497477,1
-23.4653,-20.4138,-5.64067,-25.2637,-24.6045,0.0924252,0.768504,-25.5414,-24.831,-5.5215,-30.917,-26.5263,0.182008,1.01867,0.527303755,0
-20.862,-15.5386,-6.37439,-21.3134,-12.7589,0.02982,0.121988,-23.3632,-20.646,-6.24322,-22.9584,-21.9165,0.0348146,0.348393,1.58105254,1
-19.7781,-11.9238,-7.86847,-23.0236,-10.1865,0.15555,0.979394,-22.628,-18.6962,-6.75806,-24.8296,-21.019,0.184225,1.00935,0.269339204,0
-21.3195,-19.8173,-8.42266,-29.3971,-21.6623,0.0444377,0.587181,-22.88,-19.4969,-7.54144,-30.647,-25.1861,0.182028,1.00753,0.419921011,0
-16.1813,-15.3182,-7.29491,-23.9446,-19.6841,0.112824,0.0977631,-23.4243,-19.5307,-6.22245,-28.1936,-24.1187,0.111623,0.872067,0.722736359,0
-22.2858,-16.6354,-12.9964,-25.2039,-11.8325,0.0300082,0.510275,-26.4593,-24.6044,-6.9759,-31.3149,-27.0466,0.0927642,0.805342,0.6350348,0
-20.0655,-17.3217,-5.37066,-21.5059,-13.7452,0.0279066,0.351991,-25.9309,-24.4328,-6.85046,-33.4241,-23.8492,0.24346,1.15206,0.570863128,0
-24.8117,-14.6358,-6.51714,-26.2253,-12.2982,0.106074,0.813786,-24.2976,-21.5427,-6.03643,-23.8549,-19.7403,0.222789,1.10161,0.717343986,0
-21.9522,-20.52,-6.55845,-25.6613,-23.472,0.168893,1.00043,-24.3873,-23.1613,-5.2287,-25.7297,-25.4257,0.292152,1.25761,0.399625808,0
-25.5515,-21.8376,-5.20141,-25.5309,-25.4622,0.278374,1.25812,-26.2462,-23.7361,-5.606,-30.6546,-22.4627,0.164316,0.964002,0.40885666,0
-19.3774,-14.7038,-5.66673,-20.0265,-18.4233,0.0543802,-0.03548,-27.0761,-15.4788,-9.04985,-30.4589,-22.7149,0.156807,0.929669,0.312269032,0
-15.7215,-12.3214,-9.40118,-25.8483,-12.5264,0.0426089,0.630187,-21.0101,-17.4808,-6.40213,-24.296,-18.756,0.155648,0.964453,0.29809615,0
-20.6158,-15.787,-11.737,-22.1564,-17.9856,0.149873,1.06417,-25.2724,-19.8026,-13.7364,-27.0904,-21.1462,0.275468,1.34171,1.0457778,1
-22.4676,-18.3672,-8.00525,-26.9691,-23.1677,0.132511,0.890803,-22.3551,-22.2834,-8.6201,-25.8044,-25.4108,0.297902,1.26808,0.233150497,0
-20.8508,-17.6698,-6.17523,-23.6232,-20.6078,0.120583,0.908691,-22.3977,-21.6299,-6.61017,-26.5998,-23.4867,0.204055,1.04987,0.404677898,0
-22.183,-15.5351,-6.0706,-19.1563,-12.4186,0.136758,0.900098,-23.7195,-18.8261,-5.66231,-21.3241,-17.0642,0.259603,1.2118,0.600687325,0
-24.7422,-13.7687,-5.68363,-23.4685,-23.0123,0.198781,1.06385,-26.1149,-20.6695,-5.38538,-24.3917,-23.6706,0.329621,1.34622,0.405073971,0
-20.4228,-12.9366,-4.78531,-21.883,-19.3084,0.101774,0.810054,-24.7474,-21.708,-6.05192,-28.267,-24.8646,0.295277,1.28342,0.39187631,0
-21.9476,-20.6088,-7.21362,-22.5884,-20.7526,0.0613245,0.623331,-24.8378,-24.8059,-5.91284,-27.9149,-27.7593,0.0809784,0.648882,1.08052552,1
-18.8596,-17.8705,-8.60905,-21.0338,-16.2213,0.0448908,0.636787,-25.1374,-23.5065,-7.20245,-31.0769,-22.5846,0.224486,1.11679,0.907995164,0
-20.5801,-20.5721,-4.80846,-24.9003,-23.7979,0.19249,1.07414,-22.2883,-22.1895,-4.02679,-26.2311,-22.9663,0.262098,1.1947,0.345330834,0
-18.5099,-8.75247,-5.42248,-18.9596,-16.937,0.177088,1.02732,-23.3667,-21.7403,-6.3958,-30.6446,-26.2378,0.184563,1.00977,0.570153892,0
-20.4451,-15.9455,-9.71593,-23.127,-22.6696,0.0684061,0.730422,-27.5746,-19.968,-6.38248,-32.0178,-24.577,0.285455,1.2348,0.620890498,0
-17.3437,-11.9078,-6.0617,-20.25,-18.1563,0.0246352,0.456066,-24.9762,-24.0285,-7.4139,-28.977,-24.256,0.177888,0.985244,1.56786799,1
-18.979,-12.4768,-5.64786,-15.5206,-15.0058,0.158042,1.00175,-21.6158,-20.8831,-6.46002,-23.7591,-17.405,0.348206,1.3749,0.409080952,0
-18.1899,-17.9932,-6.93979,-27.856,-19.6297,0.0524886,0.608964,-22.4732,-19.6543,-6.24632,-28.821,-27.8421,0.315256,1.31648,0.794774532,0
-22.5702,-21.6259,-5.70029,-22.7246,-22.0346,0.216844,1.13413,-25.4294,-24.6028,-6.50441,-26.0955,-25.6995,0.212976,1.07481,0.47033748,0
-20.5479,-19.4479,-8.21101,-28.7514,-28.3943,0.0376123,0.590905,-25.8099,-25.5187,-5.81787,-32.7343,-31.6475,0.394362,1.4577,0.295793772,0
-25.5696,-22.8927,-6.45632,-29.9297,-25.703,0.285627,1.27868,-26.3472,-20.5215,-6.11676,-31.1243,-27.3526,0.324668,1.32361,0.247069716,0
-20.0591,-18.3694,-6.88389,-26.6018,-18.6504,0.0833688,0.784678,-21.5662,-20.9498,-5.46884,-27.0005,-26.6232,0.195883,1.02824,0.334233671,0
-19.9798,-18.7941,-6.65534,-21.0994,-19.9983,0.19651,1.06787,-19.9777,-19.8137,-9.56135,-24.1685,-20.7373,0.25991,1.19345,0.688490748,0
-23.0143,-11.933,-5.50791,-17.2395,-16.0482,0.278558,1.29313,-24.5566,-21.7112,-6.44911,-27.514,-23.3912,0.336748,1.35892,0.735829413,0
-23.0593,-17.5064,-5.22827,-22.5751,-21.0706,0.179101,1.06649,-24.6755,-18.4562,-3.90843,-23.4681,-19.9701,0.350249,1.37747,0.512530684,0
-24.6235,-23.0942,-7.82222,-27.5582,-24.3915,0.0953702,0.79202,-25.2884,-24.7469,-7.84252,-29.893,-29.0662,0.189107,1.01591,1.26991892,1
-17.2153,-15.0771,-5.76493,-26.0531,-21.6761,0.0821152,0.424197,-20.4123,-15.8452,-7.5482,-29.1518,-20.7731,0.192253,1.03104,0.703444839,0
-20.7324,-18.2659,-6.49859,-25.2383,-24.1526,0.0437223,0.514118,-22.3249,-21.1862,-6.58197,-30.3043,-25.8649,0.108415,0.837473,0.413364649,0
-20.7174,-15.3141,-7.58529,-28.9178,-17.7045,0.132889,0.915033,-23.9225,-21.5162,-7.20722,-30.2469,-27.8097,0.312131,1.30675,0.414521396,0
-19.1268,-14.3769,-9.04307,-21.244,-8.56197,0.0351589,0.400518,-21.0315,-15.9894,-10.2985,-24.9291,-23.4678,0.0913818,0.599723,1.63077307,1
-19.9357,-18.0774,-5.14262,-24.129,-23.7056,0.142091,0.935377,-24.0119,-21.8534,-4.79268,-27.8983,-23.7423,0.241227,1.14643,0.89776504,0
-21.8681,-20.7174,-6.39073,-28.2413,-19.6765,0.177191,1.0141,-24.5674,-23.9225,-4.44749,-30.5099,-26.7951,0.224263,1.10236,0.468551546,0
-23.015,-22.8111,-5.93329,-28.4784,-27.8572,0.105036,0.837409,-25.8408,-24.7672,-8.77023,-30.8164,-27.374,0.0546569,0.60421,1.37759185,1
-19.1777,-16.9936,-6.63467,-24.2099,-15.2922,0.0830491,0.810783,-25.0611,-21.1066,-5.13494,-27.9833,-25.6012,0.30351,1.28306,0.384418726,0
-23.857,-19.7975,-5.78536,-28.0436,-16.7361,0.16105,0.972076,-22.4551,-21.1897,-6.10185,-28.6412,-21.5303,0.321528,1.31711,0.630674124,0
-20.1324,-16.78,-4.88738,-23.349,-20.8077,0.135472,0.939201,-22.3856,-22.2812,-5.03497,-22.7667,-22.7516,0.26697,1.20861,0.575187922,0
-22.1138,-20.3352,-6.40941,-24.8085,-23.8411,0.065748,0.737363,-25.4405,-24.8192,-6.77938,-29.9483,-26.8295,0.306805,1.30228,0.726073205,0
-24.6155,-23.9176,-6.40745,-29.9154,-27.4971,0.175446,1.05642,-24.5801,-24.5318,-6.77294,-31.7095,-29.7921,0.194584,1.05164,0.529539824,0
-24.5918,-13.4589,-9.56758,-22.5886,-17.8389,0.0741683,0.77064,-24.8924,-21.5434,-5.11932,-29.5618,-26.1482,0.433717,1.54303,0.894343138,0
-24.5831,-16.3583,-7.62529,-25.7246,-23.8863,0.225851,1.13897,-23.3077,-21.2316,-6.3071,-28.4969,-26.7833,0.152729,0.939003,0.35733819,0
-22.6448,-21.6949,-4.81684,-28.1223,-25.8828,0.156266,0.946299,-26.0547,-21.8772,-6.03914,-27.7644,-27.5897,0.224503,1.10534,0.674987257,0
-14.5686,-10.8533,-7.2195,-24.1003,-13.659,0.0910889,0.750543,-22.803,-20.5507,-6.4294,-29.1227,-24.2693,0.294753,1.28064,0.472029865,0
-20.4527,-7.55452,-5.08188,-24.0819,-5.86834,0.0205541,0.483021,-20.6335,-5.0299,-4.66599,-21.7313,-11.9447,0.0800882,0.72815,1.25523067,1
-15.2989,-13.654,-6.34624,-16.3889,-4.0784,0.0308678,0.431741,-21.1853,-17.739,-8.55493,-16.9101,-16.6481,0.0493212,0.666066,0.391531944,0
-19.3066,-9.2626,-6.47325,-19.2844,-16.5907,0.102251,0.874772,-25.7998,-19.565,-6.21448,-26.7333,-25.9554,0.290265,1.24689,1.80550385,1
-21.6145,-21.3983,-6.1631,-29.3946,-26.537,0.200563,1.06663,-24.0106,-21.782,-6.69265,-30.5796,-28.446,0.105263,0.857317,0.516642392,0
-23.4367,-22.0681,-7.03674,-21.4925,-19.8992,0.0719869,0.749852,-24.6343,-23.7833,-5.96924,-23.3193,-22.3141,0.171503,0.996623,0.448877335,0
-23.2513,-19.0506,-6.26797,-23.8709,-23.5297,0.0444715,0.624332,-24.5187,-24.3133,-5.12291,-30.7918,-26.6009,0.153886,0.920021,0.743448794,0
-14.932,-14.5827,-5.74245,-21.7496,-20.601,0.0619268,0.721693,-23.6409,-21.4271,-9.14911,-28.4499,-18.7296,0.0719756,0.71771,1.48979247,1
-24.2396,-22.4613,-6.71612,-29.3537,-28.45,0.219903,1.13887,-26.2992,-21.284,-5.3586,-28.9233,-26.9113,0.277834,1.22961,0.612034857,0
-21.0155,-11.8645,-8.85867,-22.6535,-21.6486,0.0893496,0.774661,-24.1786,-17.9431,-7.70294,-20.4922,-17.7499,0.0555495,0.681987,0.610003531,0
-18.1732,-14.0954,-7.94122,-20.2061,-18.2744,0.127316,0.917736,-22.5076,-19.6603,-6.56459,-27.8069,-23.7825,0.233508,1.13568,0.707145393,0
-19.5805,-19.4494,-5.50313,-29.2518,-17.8423,0.309859,1.33398,-23.2228,-21.4357,-5.45505,-30.3422,-24.4681,0.390904,1.4522,0.196243942,0
-21.3516,-14.0597,-6.17022,-25.794,-21.8367,0.0721491,0.597471,-21.4811,-15.3354,-5.52397,-27.7284,-18.6034,0.211089,1.07568,0.307109773,0
-20.6683,-15.1208,-8.86579,-23.2271,-22.024,0.0779009,0.721689,-25,-18.7992,-7.22122,-29.784,-21.9515,0.139714,0.898235,0.905151963,0
-23.598,-18.1455,-4.14654,-25.9485,-24.5141,0.246212,1.17939,-24.3876,-17.2134,-4.48594,-26.3996,-23.2132,0.343695,1.37676,3.6057694,1
-21.7935,-18.8929,-5.06363,-23.2008,-22.7338,0.176502,1.06266,-23.4604,-23.3027,-5.29516,-28.3406,-24.099,0.216021,1.0905,3.94152045,1
-20.1246,-15.1233,-6.24027,-26.9984,-15.3975,0.164841,1.03598,-22.9502,-21.5413,-6.0253,-24.5993,-22.6734,0.411669,1.49217,0.225547016,0
-23.2925,-10.3828,-6.92503,-25.5347,-15.1011,0.147904,0.962581,-23.5556,-22.254,-6.28506,-27.6406,-26.2756,0.21946,1.0943,0.321227193,0
-21.7674,-21.3321,-5.60382,-26.0901,-22.0381,0.135747,0.909386,-26.3431,-23.5569,-4.35998,-29.8676,-21.7545,0.281502,1.23927,1.82334757,1
-14.7473,-13.4062,-8.51268,-18.4235,-15.8435,0.0252125,0.42447,-25.3451,-19.0874,-8.30456,-30.8441,-21.9632,0.222865,1.10496,1.22710872,1
-17.5377,-15.0321,-6.68516,-26.2957,-15.3715,0.102718,0.850627,-22.9591,-21.9377,-6.53772,-28.8131,-23.5161,0.211964,1.06974,0.599321067,0
-18.3505,-15.8181,-7.06365,-26.3752,-15.7082,0.188563,1.04878,-19.1614,-16.8852,-6.36131,-23.7987,-22.9387,0.311272,1.29814,0.557642877,0
-16.5754,-15.2084,-8.03164,-21.9285,-18.3277,0.0905081,0.76142,-21.5256,-20.0609,-6.03428,-26.2534,-24.5893,0.297429,1.27258,1.23210204,1
-17.5747,-8.13261,-7.63609,-20.8946,-13.8327,0.0470819,0.63184,-26.0816,-19.3625,-5.50267,-27.9198,-25.778,0.19782,1.06352,0.49694401,0
-21.7578,-19.7677,-7.06029,-24.0374,-20.3082,0.0793847,0.766929,-23.7666,-23.2652,-6.38508,-29.7503,-28.2236,0.238095,1.14759,1.91164124,1
-23.9019,-23.6401,-6.63753,-30.008,-19.8693,0.0795049,0.675723,-23.1504,-19.7996,-6.64316,-26.848,-22.9707,0.0928063,0.452409,0.443310291,0
-22.4543,-7.04357,-5.45206,-23.5545,-1.50584,0.0940735,0.166463,-21.764,-17.3161,-7.58069,-25.0486,-23.3343,0.155853,0.932283,0.703625917,0
-16.4375,-12.1174,-9.38835,-18.8154,-13.6832,0.168864,0.965647,-18.4392,-16.1587,-7.6692,-24.0413,-18.3276,0.114048,0.884812,0.69110918,0
-23.4553,-17.3689,-9.29125,-22.3011,-16.5511,0.0722268,0.803368,-24.2776,-21.9209,-8.56957,-30.1045,-26.2883,0.222146,1.09326,0.913687766,0
-19.5429,-13.7685,-8.1583,-23.9177,-14.5824,0.059448,0.625276,-22.4962,-21.6082,-7.00874,-23.6586,-22.9031,0.3009,1.27582,1.5896498,1
-17.7548,-11.1407,-8.2382,-24.0901,-18.9179,0.144491,0.927742,-18.9061,-16.6351,-7.58146,-21.9915,-20.7216,0.102502,0.822617,1.96134984,1
-22.3063,-13.7078,-6.67918,-21.7536,-21.3452,0.0719449,0.577086,-23.7368,-23.3725,-6.72429,-23.5273,-23.376,0.278127,1.22712,0.589045167,0
-19.5688,-18.5027,-6.03763,-24.7239,-21.1367,0.177069,1.08546,-21.049,-18.1189,-6.45259,-25.081,-22.8262,0.247533,1.16868,0.622641504,0
-20.2848,-13.9045,-8.19213,-23.4963,-21.833,0.128047,0.903072,-20.659,-18.3185,-6.57623,-27.8365,-24.6682,0.165347,0.966997,0.430187613,0
-20.1941,-19.6157,-7.09387,-23.8753,-19.5867,0.19278,1.07819,-24.2307,-23.1302,-7.27174,-33.2168,-21.0867,0.219825,1.11189,1.02629542,1
-17.808,-17.3066,-8.87333,-21.4709,-17.4574,0.0711617,0.70578,-21.8224,-21.4152,-6.50707,-28.3681,-27.0213,0.384608,1.44197,0.344607055,0
-17.0702,-13.166,-11.1197,-22.588,-17.8996,0.0129849,0.295288,-19.1331,-15.4404,-7.39877,-26.0645,-22.5711,0.093361,0.850157,0.450885862,0
-18.8588,-18.2848,-6.74563,-25.6089,-23.0398,0.108055,0.872153,-23.0902,-21.34,-6.15927,-27.9211,-27.4429,0.293726,1.27299,0.610591412,0
-24.3841,-19.0898,-5.4443,-23.7077,-17.9121,0.0668143,0.707446,-23.8884,-22.894,-6.4527,-26.9987,-23.503,0.218478,1.08956,0.253769934,0
-22.2912,-13.2929,-6.33442,-26.9003,-12.7291,0.130852,0.867692,-22.5394,-20.6424,-5.6486,-26.1516,-22.8516,0.310611,1.29577,0.265792251,0
-25.7212,-24.5601,-5.80482,-32.899,-31.6154,0.209113,1.09246,-25.9971,-23.7591,-7.5713,-31.9788,-31.6492,0.0722523,0.672728,1.08365178,1
-15.0669,-13.0844,-6.04899,-18.0915,-11.922,0.0921649,0.793699,-20.2594,-19.0996,-5.4804,-24.047,-17.6997,0.312974,1.32247,0.279056817,0
-21.8747,-19.368,-5.65652,-21.7408,-17.2493,0.263688,1.28902,-22.3504,-20.9517,-6.33733,-26.0509,-18.9013,0.353481,1.39067,0.335056543,0
-21.8256,-13.9247,-6.43513,-23.3472,-23.108,0.119701,0.862573,-19.0708,-18.9555,-6.24277,-28.2704,-27.2075,0.229962,1.12656,0.37314564,0
-16.777,-11.867,-7.6295,-20.5851,-17.8724,0.0236386,0.463229,-19.9751,-19.9652,-5.61291,-25.2066,-23.8395,0.278593,1.22877,0.401956558,0
-22.959,-19.7977,-5.54367,-24.7833,-23.279,0.182233,1.05641,-23.2529,-21.2796,-5.76214,-28.0285,-26.1639,0.313305,1.30518,1.36637938,1
-19.6213,-19.2,-5.78656,-26.2102,-23.5488,0.213513,1.09891,-23.499,-21.8058,-7.27576,-27.8015,-20.6623,0.2448,1.18213,0.389167517,0
-17.5983,-9.41438,-8.27701,-24.4156,-16.5882,0.036657,0.460346,-23.9538,-17.4962,-9.71674,-30.0506,-19.7889,0.0738625,0.713968,0.30179435,0
-22.314,-21.281,-5.50256,-27.9042,-18.8837,0.18385,1.06661,-23.3065,-21.5294,-6.98412,-25.9424,-19.188,0.261104,1.20332,0.450200945,0
-23.5815,-19.5911,-6.50981,-22.2885,-21.8642,0.0684685,0.701568,-26.0459,-23.2549,-7.16953,-30.1722,-25.5732,0.219756,1.09969,0.620928586,0
-18.8645,-10.244,-7.42945,-22.5037,-17.7994,0.0318503,0.5359,-22.9976,-19.7645,-5.525,-25.054,-24.1776,0.24677,1.16569,0.571204364,0
-19.0095,-15.7051,-6.96927,-22.1183,-19.7871,0.237006,1.19378,-25.8232,-23.2305,-6.41061,-32.4027,-28.5511,0.374428,1.42147,0.299254715,0
-18.676,-15.5635,-7.68711,-24.3383,-16.796,0.146734,0.927699,-21.5203,-21.317,-6.46564,-27.1172,-26.5826,0.241859,1.14974,1.09219837,1
-22.9525,-22.9019,-5.28158,-22.2062,-21.7101,0.0785771,0.65582,-23.6672,-20.4483,-5.54551,-26.6138,-18.4694,0.361788,1.41111,1.39749646,1
-26.5438,-24.1299,-10.4307,-28.5481,-28.0796,0.0455377,0.522046,-26.4567,-24.65,-6.31184,-29.8124,-28.646,0.346412,1.3745,0.354469955,0
-21.9873,-17.4402,-10.4298,-18.9421,-18.537,0.0312985,0.211968,-23.324,-18.5832,-10.5717,-19.2159,-15.8755,0.0516716,0.638136,0.872348249,0
-16.1996,-12.2955,-5.22622,-17.0095,-13.5087,0.0961377,0.211464,-23.3167,-19.101,-5.95953,-27.9817,-21.2163,0.162593,0.947678,0.228331864,0
