V3RD,V4RD,V5RD,V3SRD,V4SRD,LSIRD,TanakaRD,V3IS,V4IS,V5IS,V3SIS,V4SIS,LSIIS,TanakaIS,Prop,Prop_class
-22.7516,-22.1609,-4.69305,-26.18,-25.5897,0.347675,1.39574,-25.4438,-24.3223,-6.77885,-28.5796,-28.4577,0.328473,1.33304,0.941077888,0
-18.022,-11.4285,-6.705,-19.925,-15.1685,0.157599,1.00466,-22.4908,-22.3409,-7.27694,-27.3761,-23.5501,0.172494,0.974608,0.372767717,0
-17.7065,-17.2459,-6.26037,-24.0373,-23.5385,0.0914539,0.812256,-20.0423,-20.002,-6.93925,-29.5223,-27.212,0.177508,0.98798,0.667490602,0
-21.7527,-12.634,-7.51485,-20.8529,-20.012,0.115052,0.867898,-25.0393,-18.9329,-5.78606,-31.1666,-24.8728,0.23341,1.13301,0.559731543,0
-16.1761,-15.0106,-8.24899,-20.4544,-18.0863,0.109867,0.855683,-25.4699,-20.2396,-7.59441,-27.241,-22.1816,0.216857,1.08499,0.920219064,0
-21.6366,-17.0428,-7.52278,-27.2845,-23.2578,0.0246776,0.468394,-22.1698,-22.168,-7.14493,-28.3878,-27.3992,0.187331,1.02996,1.41934955,1
-19.9806,-15.5313,-6.344,-22.0087,-19.5371,0.0523452,0.435155,-18.1668,-16.1376,-5.04449,-23.1673,-16.8038,0.0504571,0.57433,0.993681252,1
-20.4124,-17.566,-7.03984,-19.7432,-15.0893,0.103107,0.832936,-21.3127,-18.4279,-7.64482,-22.986,-19.0533,0.148486,0.924006,0.46811077,0
-24.2232,-21.5301,-5.88893,-26.3714,-20.5456,0.12699,0.88461,-25.6156,-19.5283,-5.6442,-26.8078,-22.2909,0.201785,1.04647,2.05401874,1
-20.7245,-18.8244,-4.43535,-27.009,-22.9821,0.117661,0.880477,-22.8188,-20.4978,-4.52767,-29.4148,-24.1154,0.230281,1.13835,0.957259536,0
-21.8501,-19.5969,-5.56293,-23.8881,-23.8578,0.164716,0.9678,-24.1511,-22.7435,-6.75162,-27.4493,-26.5868,0.102313,0.845335,0.402019858,0
-23.9189,-14.9001,-5.90187,-23.5147,-21.3246,0.0611435,0.70044,-24.6967,-23.6393,-6.19589,-29.225,-27.3858,0.233089,1.13099,0.418152243,0
-17.8808,-16.5898,-6.47122,-21.784,-14.7428,0.123099,0.913335,-22.214,-20.6268,-5.63603,-23.917,-21.5272,0.384767,1.44841,1.02586746,1
-17.6132,-13.6355,-7.50391,-22.0796,-21.4072,0.170567,1.01404,-24.3124,-20.4159,-6.58746,-25.6986,-21.6778,0.243159,1.15245,0.547910631,0
-23.3425,-19.7575,-4.80977,-22.8436,-20.02,0.203873,1.10687,-25.4645,-22.1817,-4.82876,-23.2327,-21.0415,0.206425,1.07457,0.61307174,0
-18.9104,-14.5838,-7.94112,-22.0607,-18.7841,0.0690707,0.616396,-19.9978,-17.3657,-7.27897,-26.9993,-21.0929,0.208883,1.06873,0.48058936,0
-19.4566,-19.2572,-5.85316,-27.2042,-21.3431,0.250416,1.18871,-19.9872,-19.968,-6.37029,-30.2016,-24.8406,0.243296,1.14125,0.817862689,0
-23.6571,-9.94366,-9.72116,-23.2041,-22.1153,0.073898,0.733621,-24.1219,-23.623,-8.45163,-29.4743,-21.6799,0.159846,0.954169,0.327248126,0
-23.3894,-17.7184,-6.44517,-25.3991,-21.6776,0.164836,0.996697,-25.5856,-22.4633,-5.78478,-29.6285,-24.3582,0.230237,1.13207,0.607200444,0
-20.7549,-19.47,-5.10903,-25.6546,-19.8146,0.243484,1.17851,-21.9169,-20.1855,-5.21031,-27.2573,-25.667,0.29761,1.26666,0.517398596,0
-19.0072,-18.4709,-9.12031,-22.2099,-16.631,0.0627209,0.668213,-21.6187,-20.3813,-9.17597,-23.4901,-22.3622,0.110192,0.811343,0.591340303,0
-17.9013,-14.8784,-8.21104,-22.9869,-17.0165,0.0907147,0.82924,-22.6649,-21.1212,-7.99359,-25.8074,-24.9664,0.259995,1.19118,0.586023569,0
-20.8093,-17.3217,-5.10978,-23.377,-23.334,0.0967534,0.811364,-22.914,-18.9913,-6.13224,-29.5565,-27.2299,0.309427,1.30061,0.479373902,0
-18.1789,-6.84708,-5.91683,-22.9987,3.7496,0.110663,0.802654,-21.2243,-6.39931,-6.1352,-28.4226,7.31808,0.332548,1.24146,1.54074705,1
-17.9798,-16.9588,-7.36424,-23.8927,-18.8614,0.173722,1.01272,-21.031,-20.6761,-5.84504,-23.8381,-21.9927,0.233902,1.13214,0.313100666,0
-22.2742,-20.8696,-9.65593,-24.7346,-22,0.0519137,0.654369,-21.7005,-20.9446,-7.47463,-26.4839,-20.8987,0.163441,0.948707,0.949259162,0
-24.0911,-22.2969,-5.51731,-30.2056,-28.1532,0.204051,1.1131,-23.6606,-23.4003,-6.56825,-30.8691,-23.4995,0.134755,0.935799,0.79372108,0
-17.7391,-17.0017,-6.28664,-26.7059,-20.4203,0.198551,1.10696,-22.3504,-18.2001,-7.13246,-30.0714,-25.8366,0.320085,1.32071,0.482465386,0
-18.3792,-12.5783,-7.92156,-25.9264,-10.9391,0.183412,1.0684,-19.9644,-19.4543,-9.06279,-26.439,-19.418,0.249654,1.17303,0.296838582,0
-20.8602,-15.6339,-6.19999,-21.3919,-9.92277,0.114084,0.912175,-26.1509,-20.5299,-5.33995,-27.9191,-16.2516,0.264252,1.20331,1.35413015,1
-18.6831,-16.6886,-8.32451,-17.4222,-16.6682,0.146344,0.998699,-22.7074,-19.3867,-4.84445,-23.1975,-22.9727,0.235798,1.13729,0.360695601,0
-20.1827,-19.8485,-5.43352,-21.2932,-17.8741,0.322936,1.38308,-22.4093,-21.864,-5.79705,-26.1131,-23.1818,0.326759,1.34069,0.392918885,0
-20.5075,-16.7262,-4.82103,-20.0159,-13.0593,0.0656274,0.580829,-23.9522,-20.7714,-5.66777,-24.0431,-17.7518,0.0989013,0.821404,1.14336371,1
-24.3089,-22.7194,-4.54623,-28.9686,-25.8345,0.117415,0.904177,-25.595,-23.2397,-4.9687,-28.6384,-27.0023,0.312627,1.30005,0.301882654,0
-22.2218,-17.7748,-4.64096,-23.0705,-23.0657,0.217818,1.10386,-26.9741,-25.2266,-4.95069,-29.935,-26.9775,0.262321,1.19012,0.390325785,0
-15.5852,-13.8451,-8.50275,-20.7043,-10.2672,0.0705028,0.77058,-20.744,-20.3367,-7.69945,-23.8458,-17.4464,0.277946,1.247,0.395300001,0
-23.4443,-21.8968,-7.0574,-23.9972,-21.1702,0.237707,1.16733,-24.2094,-21.1951,-5.85835,-27.0013,-23.7771,0.288421,1.26161,1.96006656,1
-20.457,-19.8687,-6.03312,-27.8788,-24.4158,0.161009,1.02991,-21.7089,-21.5794,-6.75738,-29.9041,-24.4296,0.262745,1.21375,0.473512918,0
-22.5701,-19.32,-9.45415,-29.8167,-25.3586,0.1233,0.865086,-24.7191,-23.0116,-6.51358,-29.2901,-27.1565,0.254989,1.18046,0.488394916,0
-21.5085,-17.3569,-9.65182,-25.5517,-20.216,0.0947975,0.768531,-26.0029,-18.4438,-6.90201,-28.8393,-22.1292,0.250641,1.17068,2.74190044,1
-22.1759,-20.156,-5.54285,-19.9266,-19.9227,0.0319583,0.58406,-23.2993,-22.9609,-4.5856,-25.4582,-23.5573,0.0468788,0.600973,0.292149723,0
-25.017,-23.8548,-5.72573,-28.9951,-20.6516,0.243773,1.17157,-25.3967,-22.9382,-5.83693,-28.539,-23.1316,0.229341,1.11376,0.971296668,0
-20.3285,-11.3352,-8.58396,-20.4378,-18.7643,0.0355827,0.602812,-23.3708,-15.9087,-9.22139,-19.1309,-18.7761,0.103936,0.835038,0.699078977,0
-21.9845,-19.6035,-5.60759,-28.4058,-17.7833,0.0939197,0.233127,-23.4488,-22.2795,-6.83881,-29.8039,-24.3524,0.121789,0.878355,2.91143703,1
-24.4273,-16.9676,-6.04014,-22.8824,-19.6801,0.187264,1.04361,-26.3724,-21.0746,-5.22175,-26.3552,-22.8406,0.337245,1.34935,1.17794859,1
-19.1554,-16.1249,-12.0623,-24.1668,-19.5065,0.0161151,0.443792,-22.8286,-22.6611,-8.10493,-29.8265,-23.138,0.302196,1.2813,0.329290688,0
-21.388,-15.1022,-7.66975,-22.9484,-13.038,0.10376,0.809915,-23.4163,-22.8263,-7.41519,-25.7018,-22.8454,0.220778,1.10666,0.542299449,0
-23.4533,-19.9017,-6.18047,-23.3508,-19.3755,0.165733,0.964893,-22.885,-19.2773,-6.10451,-25.9398,-20.0501,0.18125,1.00128,0.702143192,0
-19.5475,-18.7681,-5.96793,-19.0478,-9.74769,0.0741343,0.786093,-25.801,-19.1211,-6.75502,-26.488,-18.6621,0.0904423,0.802882,0.285522848,0
-21.4817,-21.2519,-5.37419,-29.4737,-24.1581,0.0732433,0.71464,-24.5104,-23.2373,-5.66,-26.9659,-22.1699,0.134237,0.88579,1.71537185,1
-22.0549,-10.8552,-8.91354,-21.5009,-13.0633,0.180888,1.03414,-22.2158,-21.278,-8.33605,-25.4978,-18.2716,0.309032,1.29596,0.553254962,0
-17.212,-15.3991,-7.04524,-19.7701,6.67158,0.168125,1.02606,-21.1566,-20.7603,-5.03339,-17.6963,-17.3326,0.201991,1.06835,0.960227787,0
-17.3708,-13.9776,-6.81592,-20.4284,-18.9729,0.121121,0.873278,-19.4671,-19.303,-5.69621,-25.4798,-23.9575,0.214558,1.09078,0.441617519,0
-19.0244,-10.299,-10.173,-25.5499,-16.6838,0.0216071,0.221671,-21.8775,-21.0397,-8.22568,-28.899,-24.5359,0.123495,0.91673,0.615034044,0
-22.2942,-18.4605,-7.0423,-20.9113,-20.7742,0.188006,1.03978,-21.3225,-20.9647,-7.73927,-25.7048,-17.7843,0.225635,1.11003,0.866048276,0
-23.8909,-17.1361,-7.47352,-22.8818,-21.8118,0.169898,1.00009,-25.0744,-24.7148,-6.44023,-27.3602,-25.5034,0.295918,1.27758,0.289211392,0
-21.6399,-7.57275,-7.33015,-22.7414,-10.9527,0.331098,1.37,-20.7067,-19.6586,-6.04952,-25.4047,-21.8476,0.422827,1.5177,0.470220983,0
-18.5036,-14.8723,-5.12489,-19.8277,-12.4105,0.195361,1.08598,-23.2517,-23.1449,-5.49444,-25.6693,-25.3226,0.32724,1.33197,0.569441438,0
-20.8527,-20.5706,-5.34609,-27.5845,-20.9319,0.187136,1.06674,-23.3325,-22.4644,-5.83507,-29.5278,-24.0844,0.396734,1.47781,0.526282072,0
-21.195,-20.6255,-7.10973,-28.8546,-25.4077,0.0494858,0.652549,-26.2462,-25.661,-5.76427,-28.8008,-25.906,0.0975129,0.820731,0.374056101,0
-21.0651,-18.3748,-6.65284,-22.7818,-20.8584,0.178372,1.0176,-23.6922,-22.8314,-6.63576,-26.236,-22.9834,0.241209,1.14506,1.54728258,1
-16.5984,-14.7364,-7.04167,-18.3622,-15.9125,0.204452,1.13057,-23.0089,-22.4264,-5.89668,-23.2877,-18.8072,0.321626,1.34036,0.365617096,0
-20.5292,-18.706,-5.40093,-24.215,-21.8776,0.229311,1.12938,-21.6844,-21.392,-5.75373,-24.7884,-23.9059,0.314143,1.31156,1.0695889,1
-14.7518,-13.7209,-6.12143,-20.1975,-14.6025,0.166706,0.987002,-23.0292,-19.8654,-6.30493,-20.4748,-17.2972,0.262841,1.19062,0.412028193,0
-18.3802,-13.7036,-7.04765,-21.7517,-16.9741,0.102775,0.456104,-20.9906,-19.8097,-5.76692,-26.0054,-21.9855,0.197543,1.0397,0.459411174,0
-23.0147,-18.018,-3.92784,-23.2864,-19.9201,0.14449,0.947013,-27.0424,-21.1704,-4.73105,-26.9213,-21.6598,0.304752,1.29272,1.55585623,1
-19.0398,-19.0119,-5.2008,-21.9338,-20.6445,0.292128,1.26173,-22.4592,-22.2264,-5.25699,-27.0667,-23.5587,0.306374,1.28473,0.497500181,0
-19.0478,-15.5014,-7.85774,-24.3433,-22.8042,0.133075,0.917137,-20.9387,-19.1563,-7.64305,-30.748,-20.2112,0.254943,1.18342,1.85841107,1
-21.8293,-14.8452,-5.98063,-25.4991,-5.20087,0.040147,0.25879,-23.0571,-19.6027,-5.69818,-25.1298,-12.7903,0.061678,0.375793,1.37753797,1
-22.4666,-21.5776,-6.39808,-23.8746,-17.4811,0.0697744,0.730271,-25.8871,-22.9791,-6.27864,-25.572,-15.6219,0.0545101,0.629273,0.621456027,0
-20.0159,-18.1075,-10.5132,-27.8549,-18.6072,0.0150874,0.288491,-24.2581,-23.5041,-6.46713,-30.3712,-28.2384,0.214505,1.10219,0.368880779,0
-16.5117,-12.5276,-4.11362,-21.9719,-11.5432,0.0985277,0.844512,-23.1301,-20.6178,-3.86285,-24.6997,-22.5546,0.229709,1.12569,0.502918303,0
-20.9059,-18.6686,-9.23552,-28.9299,-23.681,0.0992366,0.778524,-23.4871,-20.3462,-9.75719,-28.8745,-25.748,0.0640528,0.673935,0.273844123,0
-10.3862,-7.96589,-7.07028,-17.4423,-15.0529,0.147182,0.908746,-21.6125,-18.3113,-5.77382,-26.9482,-21.6957,0.291024,1.25881,2.78557134,1
-20.2085,-15.3887,-6.28344,-25.3227,-24.622,0.0876927,0.783353,-22.4096,-21.9725,-6.38468,-28.485,-22.0577,0.230207,1.12871,0.980016232,0
-18.5378,-17.2603,-6.86716,-23.4835,-18.4258,0.0387172,0.584022,-23.2997,-22.4899,-5.5348,-25.9521,-25.908,0.160524,0.943189,0.537720263,0
-19.0081,-16.8962,-4.86394,-23.7606,-23.6794,0.195641,1.09157,-21.8644,-20.9298,-5.97109,-25.1795,-22.9679,0.235546,1.13956,0.274915516,0
-20.6649,-13.8818,-8.88913,-25.3525,-18.1276,0.0222821,0.50078,-23.6147,-19.8116,-8.61275,-27.7176,-25.536,0.0995333,0.83351,0.550948977,0
-18.9959,-17.8319,-5.45905,-26.7459,-23.8873,0.109469,0.769498,-22.8515,-21.4967,-6.20149,-27.9891,-23.8347,0.217716,1.09375,0.414413184,0
-16.5642,-14.6227,-8.54352,-23.9578,-20.0609,0.108962,0.89081,-22.61,-18.6393,-8.37243,-27.7507,-19.0572,0.164265,0.940373,0.460156828,0
-17.7496,-9.76977,-6.76742,-10.8789,-5.35169,0.106419,0.8323,-20.2464,-19.8179,-4.78706,-27.0806,-7.52203,0.0715781,0.685418,0.347934306,0
-17.4706,-14.8363,-6.22915,-24.8833,-15.462,0.110246,0.829645,-21.9517,-17.7965,-7.90367,-25.8075,-24.1919,0.0967232,0.829736,0.313573688,0
-25.4941,-20.1216,-6.21031,-28.8485,-25.7848,0.182774,1.05138,-25.5067,-22.1313,-6.14646,-27.5702,-24.6292,0.320685,1.32441,0.359592438,0
-23.4392,-22.949,-4.37987,-25.6294,-24.4615,0.325836,1.34751,-25.321,-21.7267,-5.73309,-29.5274,-27.9689,0.395942,1.46073,0.546770811,0
-19.5279,-18.5392,-8.18741,-26.6298,-19.4985,0.309047,1.33291,-23.4878,-20.1548,-7.02364,-29.9351,-22.7606,0.379501,1.44183,0.478370667,0
-21.1295,-19.667,-6.18315,-22.8094,-17.7362,0.175303,1.04711,-26.1059,-22.0221,-6.75239,-28.8865,-22.557,0.299559,1.27748,0.564800858,0
-19.9525,-14.8517,-6.45092,-22.1608,-20.4505,0.151703,0.961841,-21.4237,-20.3434,-6.12417,-24.2843,-20.8587,0.271794,1.22739,4.86151075,1
-18.5394,-17.2502,-9.72135,-23.09,-22.9883,0.072,0.683315,-21.5049,-21.1698,-6.21475,-25.3182,-22.2149,0.279841,1.24991,0.455301672,0
-20.3551,-20.3248,-6.72898,-25.4457,-24.8054,0.193386,1.10666,-25.2796,-20.994,-6.43766,-29.3193,-18.7969,0.328207,1.34633,0.445699692,0
-22.1594,-20.9998,-5.98811,-23.4222,-22.096,0.0762632,0.758434,-24.7873,-24.6783,-6.04917,-26.3776,-25.0967,0.141945,0.90026,2.44597912,1
-20.843,-13.7308,-7.72728,-27.3132,-20.8586,0.0715795,0.709031,-21.2443,-18.2799,-7.25684,-29.4391,-26.4958,0.101658,0.845196,1.33940661,1
-12.9686,-8.1493,-7.374,-18.6233,-16.6654,0.0268162,0.456485,-19.8635,-19.6857,-5.12827,-26.7434,-23.2232,0.227105,1.11394,0.496594399,0
-18.5717,-18.0037,-8.32903,-23.1147,-22.1279,0.0480682,0.485181,-20.7256,-19.266,-9.68114,-22.9932,-20.2674,0.168403,0.981818,0.42286092,0
-19.5158,-15.1083,-8.35911,-22.056,-22.0138,0.198441,1.08568,-22.5325,-20.4865,-7.21877,-26.3645,-25.947,0.307073,1.29693,3.39311695,1
-19.6797,-14.3402,-6.35809,-26.5001,-12.4426,0.103858,0.847254,-21.1456,-19.6759,-7.9217,-30.7603,-18.5014,0.076333,0.711501,0.348117054,0
-20.6886,-18.9919,-6.4214,-27.2033,-23.8113,0.164926,1.03162,-24.2361,-19.6903,-5.29142,-27.5946,-26.6079,0.24478,1.1745,0.772714972,0
-17.026,-12.1307,-10.7317,-24.4508,-20.0001,0.011202,0.341453,-20.6967,-17.9158,-9.84865,-24.0141,-22.937,0.117646,0.882842,0.545990646,0
-17.6318,-17.0527,-8.18802,-24.5565,-20.6347,0.166971,0.999817,-25.6141,-24.8096,-6.22398,-29.796,-28.7893,0.378614,1.4295,0.773727655,0
-20.4721,-15.2586,-4.61692,-24.5131,-21.2923,0.0628959,0.0718615,-22.3393,-19.5749,-4.96446,-25.9183,-24.3579,0.0961818,0.295996,0.356797636,0
-21.9444,-18.0479,-10.8805,-24.5062,-11.4751,0.0174261,0.41683,-26.0878,-24.6357,-6.74166,-26.1132,-21.7899,0.206685,1.07218,2.93073511,1
-23.8468,-19.1296,-9.46688,-24.7016,-13.9242,0.0876238,0.782686,-21.5976,-20.3366,-5.6851,-25.5923,-24.7292,0.277645,1.23249,0.28330937,0
-23.3311,-21.3253,-6.91968,-28.1302,-20.4665,0.102538,0.864369,-24.0796,-20.6556,-5.56049,-25.3179,-23.2054,0.177742,1.01419,2.13426781,1
-22.3298,-21.8326,-5.23789,-28.9404,-26.8874,0.312803,1.33941,-25.5372,-22.4032,-5.86492,-29.7549,-29.5486,0.419656,1.49954,0.36181128,0
-19.4147,-15.1107,-9.22947,-23.2822,-17.8537,0.0099861,0.250767,-23.0403,-20.7598,-6.69113,-24.4606,-23.9325,0.0409205,0.509743,1.34581232,1
-19.314,-18.7562,-5.68238,-20.7516,-15.6261,0.0211235,0.440163,-24.9652,-22.3687,-5.91615,-25.5033,-18.121,0.264336,1.21051,0.25693047,0
-20.8962,-20.8074,-8.38875,-25.6477,-22.0238,0.209011,1.09719,-25.2632,-20.3513,-5.55676,-26.0567,-21.6233,0.320633,1.31847,0.4998191,0
-17.0805,-8.8876,-6.41093,-17.4785,-13.8533,0.207336,1.18087,-23.3058,-20.7297,-6.54327,-25.7238,-25.0618,0.398892,1.46888,1.35702169,1
-19.1343,-17.2596,-7.65964,-23.5689,-21.6361,0.154264,1.00115,-23.8928,-19.9733,-5.80874,-26.7856,-22.7128,0.332886,1.34198,0.243163988,0
-20.8712,-13.166,-6.09057,-20.9381,-18.6925,0.13106,0.939573,-23.8618,-19.1331,-7.59997,-26.9293,-20.9813,0.180127,1.01661,0.759136677,0
-17.3189,-15.5816,-6.87046,-27.7676,-19.0645,0.099572,0.780926,-19.6305,-18.8205,-6.58524,-26.6737,-26.3628,0.291661,1.26441,0.305023462,0
-13.8252,-13.5772,-7.36672,-21.8174,-14.4346,0.0172369,0.252972,-18.1107,-16.2445,-8.97798,-25.7151,-24.5734,0.0650582,0.709646,0.183548883,0
-21.7875,-10.7569,-6.8563,-25.0528,-14.8162,0.0440858,0.397464,-23.4203,-20.8572,-6.80029,-25.7031,-21.4999,0.171593,0.980319,0.393972754,0
-21.9502,-11.5935,-5.61965,-25.0946,-10.7085,0.0818329,0.839,-24.2462,-24.175,-4.14666,-25.8061,-20.4911,0.170787,0.968551,0.353469849,0
-11.4744,-11.2934,-9.47587,-23.3335,-4.86769,0.067799,0.71871,-19.3871,-18.774,-11.3944,-29.9172,-26.1277,0.0517724,0.506198,0.370137751,0
-22.8262,-12.7545,-7.72728,-24.1097,-18.0432,0.0772677,0.65739,-25.0656,-23.1678,-7.25684,-26.3679,-24.4649,0.0992939,0.808739,2.02296162,1
-21.3262,-19.9891,-5.13524,-24.9966,-17.8052,0.0510718,0.493884,-21.3815,-20.0779,-5.92521,-24.6509,-20.4515,0.229338,1.11593,1.07743669,1
-19.6291,-14.4038,-13.9802,-24.7394,-22.3427,0.0294896,0.368826,-22.1965,-17.4223,-8.3839,-32.8981,-29.4722,0.209618,1.06577,0.539655387,0
-24.4546,-23.4121,-5.62684,-27.6874,-20.9334,0.0564061,0.693674,-24.3306,-21.5983,-5.29948,-32.2085,-22.668,0.104775,0.846602,0.929758787,0
-18.7694,-13.1922,-7.01605,-23.7937,-22.0086,0.156466,0.958368,-20.0234,-17.0482,-8.8115,-27.7298,-24.2988,0.190804,1.01476,0.382092237,0
-23.4555,-16.2651,-4.97238,-23.5344,-20.6216,0.177886,1.03059,-22.8956,-22.2184,-4.99288,-27.2092,-25.0413,0.312204,1.29979,0.39015758,0
-22.6205,-17.8025,-11.3261,-23.4591,-18.1028,0.0541073,0.677534,-25.2929,-21.2107,-9.29057,-24.6321,-23.8985,0.0690868,0.673562,4.91134453,1
-24.2704,-22.1835,-5.62147,-25.1138,-24.494,0.183354,1.04445,-26.5982,-22.5622,-5.32846,-27.2849,-26.9265,0.298466,1.28599,0.789588928,0
-19.5208,-12.5782,-5.29672,-20.4104,-14.8376,0.165084,0.988617,-21.5947,-19.9644,-5.31156,-22.3057,-18.1452,0.209006,1.06326,0.397741139,0
-23.4657,-5.90163,-5.69679,-22.3465,-2.11407,0.0677957,0.134371,-21.7139,-21.6414,-5.54878,-23.8082,-20.685,0.298733,1.27512,0.55482626,0
-23.1194,-14.0827,-7.84468,-26.2571,-21.1798,0.108265,0.921311,-21.2652,-20.3795,-6.42727,-25.4752,-24.459,0.384607,1.45255,2.27108669,1
-21.1468,-16.0408,-6.60153,-21.7803,-19.312,0.115053,0.81723,-22.3192,-22.1519,-6.69816,-27.6238,-27.5343,0.259302,1.18155,0.401842564,0
-14.2612,-12.5989,-5.96575,-14.8707,-13.62,0.10449,0.830218,-21.2506,-17.5284,-4.0964,-26.1783,-17.1385,0.216942,1.09259,0.406191975,0
-20.5869,-9.70344,-7.6048,-22.1438,-17.9418,0.146947,0.953622,-21.812,-18.6608,-6.48478,-26.4075,-22.7983,0.263839,1.19006,1.4792062,1
-23.8626,-15.493,-6.45906,-22.5229,-21.4342,0.029288,0.505736,-23.6949,-15.9061,-6.778,-27.5269,-25.0049,0.145662,0.927489,0.544777513,0
-22.1692,-12.1013,-7.59435,-25.8509,-25.7908,0.1055,0.881197,-26.6326,-19.6343,-5.07436,-31.6129,-30.1021,0.310857,1.30979,0.21849215,0
-17.9511,-8.58549,-7.06276,-24.5987,-7.45358,0.0489882,-0.0725143,-23.1064,-23.0495,-6.02455,-26.3682,-22.6103,0.33617,1.35417,0.541113377,0
-21.811,-21.4896,-5.99411,-25.8723,-23.1324,0.359646,1.40643,-23.7631,-23.076,-6.09864,-27.0737,-25.1568,0.324829,1.3303,0.279691398,0
-23.8393,-19.362,-6.8888,-26.991,-14.2245,0.0520784,0.696619,-23.577,-22.8079,-6.23952,-26.8331,-24.5683,0.0851875,0.821462,0.325489461,0
-18.1302,-15.7451,-6.63795,-21.3058,-17.9328,0.0466636,0.298284,-20.6027,-20.1709,-5.81711,-27.1025,-24.3198,0.20935,1.07415,2.43446207,1
-23.8188,-17.912,-4.88381,-28.0329,-12.4846,0.251012,1.22791,-26.5551,-23.6522,-5.68697,-28.4042,-28.107,0.259736,1.19476,0.511661172,0
-19.593,-19.1515,-6.49891,-24.7982,-21.6258,0.218335,1.15282,-24.3833,-21.2646,-5.71965,-26.9298,-22.4795,0.387032,1.44368,0.35987401,0
-22.4431,-19.5538,-9.2345,-25.6928,-24.738,0.0262854,0.312459,-23.0795,-21.9253,-8.13071,-31.8128,-23.9663,0.168686,0.965364,1.11765742,1
-17.5299,-8.31902,-8.29997,-26.0319,-13.4033,0.0461056,0.61827,-22.2243,-20.2041,-9.90859,-27.6185,-26.2603,0.124454,0.924389,0.512182593,0
-20.5275,-18.6628,-6.17181,-23.5402,-18.1708,0.0748685,0.758275,-21.4947,-19.2165,-8.26121,-26.5377,-21.1538,0.173924,0.996643,0.550921857,0
-14.6867,-9.09524,-6.86141,-15.8797,-9.60797,0.078743,0.790447,-19.1321,-17.9435,-4.97471,-22.422,-18.9338,0.241779,1.16134,0.415607035,0
-19.2013,-15.0469,-9.16337,-25.5685,-19.9999,0.0269838,0.275002,-20.4483,-18.9829,-6.36131,-26.9997,-20.313,0.180439,0.987321,0.665142536,0
-20.1277,-16.3709,-8.70601,-23.0065,-21.6716,0.134737,0.904553,-22.8783,-20.3736,-8.30254,-30.0938,-21.974,0.265908,1.19875,2.46641946,1
-21.0439,-17.5952,-6.28417,-28.0285,-15.5125,0.0522756,0.683306,-22.2681,-20.8103,-6.82635,-27.573,-22.7322,0.0719968,0.770051,0.196433827,0
-18.1339,-8.66751,-8.0483,-21.3636,-19.2725,0.100899,0.836491,-21.6591,-19.869,-5.27861,-25.9027,-25.3562,0.378951,1.43268,0.814863026,0
-19.1651,-19.1162,-6.63674,-25.8339,-22.7749,0.152254,0.959342,-21.1169,-19.672,-8.04713,-29.1821,-20.9375,0.257312,1.18665,0.59213686,0
-24.4771,-22.7214,-5.80255,-25.9178,-21.5021,0.26788,1.22466,-26.7467,-21.155,-7.05019,-28.4758,-23.6846,0.223066,1.09754,0.507318735,0
-23.5623,-22.0761,-6.55022,-27.8372,-19.9524,0.182846,1.0503,-23.6308,-22.4228,-5.77636,-29.6537,-25.0647,0.299415,1.27714,1.72268248,1
-21.7391,-17.0449,-6.1478,-23.3008,-22.8652,0.296411,1.31572,-21.6753,-17.1424,-6.89354,-23.7589,-23.6359,0.34041,1.35577,0.63064009,0
-15.3299,-11.6296,-7.74383,-22.1401,-17.8003,0.236532,1.1731,-21.2386,-18.8719,-7.42003,-24.3583,-22.9218,0.269761,1.21356,0.57445395,0
-21.7523,-18.5724,-9.38835,-26.4724,-21.7136,0.0639834,0.67144,-25.0117,-23.759,-7.38283,-26.6657,-18.1313,0.19331,1.04474,1.29549718,1
-17.6202,-16.8344,-7.25074,-24.4963,-19.8132,0.0957685,0.825171,-20.1479,-19.1743,-7.49368,-27.8139,-27.3797,0.307079,1.29937,1.36327791,1
-18.0882,-16.3327,-6.97129,-20.4678,-18.3935,0.0831343,0.730629,-19.192,-15.8994,-7.05083,-24.2695,-22.9996,0.101099,0.871856,0.790486217,0
-17.2169,-16.2797,-8.32903,-19.2803,-16.7735,0.246859,1.17182,-20.5101,-17.6061,-9.68117,-19.5853,-17.4769,0.172464,0.992118,0.557786524,0
-20.263,-11.6469,-8.37353,-22.4504,-14.4502,0.145784,0.938277,-22.8405,-17.5411,-12.1911,-26.9391,-19.1607,0.0774999,0.597578,0.264679402,0
-21.276,-17.9585,-7.42891,-25.9758,-19.696,0.0693787,0.737314,-24.3494,-15.9789,-7.46489,-28.1553,-25.717,0.148385,0.910705,0.348015696,0
-23.0014,-21.6801,-6.54327,-25.9489,-25.1006,0.0787787,0.759629,-28.2304,-26.5652,-7.26991,-29.3869,-29.0364,0.259861,1.18644,5.1416297,1
-20.5764,-19.9988,-7.86828,-24.9892,-16.261,0.036899,0.561688,-21.3678,-21.2535,-7.63983,-27.2195,-22.2764,0.194111,1.03005,0.381467044,0
-19.3724,-19.0908,-7.14006,-22.7316,-19.8927,0.0430341,0.632822,-19.6653,-19.6464,-7.2045,-23.7691,-20.1527,0.0669594,0.6963,2.20606565,1
